Gene ID	Gene Name	Description	GO	KEGG	NFkB	ReactomePathway	ReactomeReaction
CRYBA1	CRYBA1	"Crystallin, beta A1"	GO:0005212 GO:0007601 GO:0042803 	 	c-Rel_(-LPS)	 	 
ACTG2	ACTG2	"Actin, gamma 2, smooth muscle, enteric"	GO:0000166 GO:0005200 GO:0005515 GO:0005524 GO:0005856 GO:0005884 	hsa05110 	 	 	 
ZNF165	ZNF165	Zinc finger protein 165	GO:0003700 GO:0005515 GO:0005622 GO:0005634 GO:0006350 GO:0006355 GO:0008270 GO:0046872 	 	 	 	 
NTSR1	NTSR1	Neurotensin receptor 1 (high affinity)	GO:0001584 GO:0004872 GO:0005783 GO:0005794 GO:0005887 GO:0007165 GO:0007186 GO:0007268 GO:0008188 GO:0008344 GO:0016020 GO:0016021 GO:0016492 	hsa04020 hsa04080 	 	 	 
VAMP2	VAMP2	Vesicle-associated membrane protein 2 (synaptobrevin 2)	GO:0000149 GO:0005516 GO:0005543 GO:0016020 GO:0016021 GO:0016079 GO:0016192 GO:0017156 GO:0017157 GO:0019717 GO:0030141 GO:0030672 GO:0042589 GO:0045202 	hsa04130 	 	 	 
PTPN21	PTPN21	"Protein tyrosine phosphatase, non-receptor type 21"	GO:0004197 GO:0004725 GO:0005198 GO:0005488 GO:0005856 GO:0006470 GO:0006508 GO:0016787 	 	 	 	 
TP73	TP73	Tumor protein p73	GO:0003700 GO:0005515 GO:0005634 GO:0006298 GO:0006350 GO:0006355 GO:0006915 GO:0007049 GO:0008270 GO:0008630 GO:0030900 GO:0042981 GO:0045786 GO:0046872 	 	 	 	 
TNNT3	TNNT3	"Troponin T type 3 (skeletal, fast)"	GO:0005515 GO:0005523 GO:0005861 GO:0006942 	 	 	 	 
GCG	GCG	Glucagon	GO:0005179 GO:0005576 GO:0005615 GO:0005625 GO:0007165 GO:0007186 GO:0007631 GO:0008283 GO:0050796 	hsa04080 	 	163359 163685 164385 	163624 163625 
GP5	GP5	Glycoprotein V (platelet)	GO:0005515 GO:0005615 GO:0005886 GO:0005887 GO:0007155 GO:0007596 GO:0016021 	hsa04512 hsa04640 	 	75178 75892 76005 109582 114608 114611 114711 140837 140877 	114670 114693 158145 158261 158300 158333 158419 
MPHOSPH9	MPHOSPH9	M-phase phosphoprotein 9	GO:0000074 GO:0000087 GO:0005794 GO:0016020 	 	 	 	 
SCNN1B	SCNN1B	"Sodium channel, nonvoltage-gated 1, beta (Liddle syndrome)"	GO:0005216 GO:0005515 GO:0005624 GO:0005887 GO:0006811 GO:0006814 GO:0007588 GO:0015280 GO:0016020 GO:0016021 GO:0031402 GO:0050896 	hsa04742 	 	 	 
TSPY1	TSPY1	"Testis specific protein, Y-linked 1"	GO:0005554 GO:0005634 GO:0006334 GO:0007283 GO:0007506 GO:0007548 GO:0008283 GO:0008372 GO:0030154 	 	 	 	 
DLG2	DLG2	"Discs, large homolog 2, chapsyn-110 (Drosophila)"	GO:0004385 GO:0005515 GO:0005886 GO:0007268 GO:0019233 GO:0045211 	 	 	 	 
SLC26A3	SLC26A3	"Solute carrier family 26, member 3"	GO:0003700 GO:0003712 GO:0005215 GO:0005624 GO:0006810 GO:0006820 GO:0007588 GO:0008271 GO:0008272 GO:0015297 GO:0015380 GO:0016020 GO:0016021 GO:0031404 	 	 	 	 
GUCA1B	GUCA1B	Guanylate cyclase activator 1B (retina)	GO:0005509 GO:0007168 GO:0007267 GO:0007589 GO:0007601 GO:0007602 GO:0008048 GO:0030249 GO:0031282 GO:0050896 	hsa04740 	 	 	 
SALL1	SALL1	Sal-like 1 (Drosophila)	GO:0001657 GO:0003700 GO:0005622 GO:0005634 GO:0006350 GO:0006355 GO:0008270 GO:0009653 GO:0031129 GO:0046872 	 	 	 	 
ATP1A2	ATP1A2	"ATPase, Na+/K+ transporting, alpha 2 (+) polypeptide"	GO:0000166 GO:0000287 GO:0001504 GO:0005391 GO:0005524 GO:0005792 GO:0005890 GO:0006813 GO:0006814 GO:0006942 GO:0008152 GO:0015077 GO:0015662 GO:0015672 GO:0015991 GO:0016020 GO:0016021 GO:0016787 GO:0016820 GO:0030317 GO:0030641 GO:0030955 GO:0031402 	 	 	 	 
GRIK1	GRIK1	"Glutamate receptor, ionotropic, kainate 1"	GO:0004872 GO:0005215 GO:0005216 GO:0005234 GO:0005261 GO:0005267 GO:0005887 GO:0006811 GO:0006813 GO:0007215 GO:0007268 GO:0007417 GO:0008328 GO:0015277 GO:0042802 GO:0045211 	hsa04080 	 	 	 
CRP	CRP	"C-reactive protein, pentraxin-related"	GO:0005488 GO:0005509 GO:0005576 GO:0005615 GO:0006953 GO:0006954 	 	 	 	 
LPA	LPA	"Lipoprotein, Lp(a)"	GO:0004252 GO:0004866 GO:0005319 GO:0005576 GO:0006508 GO:0006629 GO:0006869 GO:0008015 GO:0008233 	 	 	 	176879
SOX3	SOX3	SRY (sex determining region Y)-box 3	GO:0003677 GO:0003700 GO:0005634 GO:0006325 GO:0006350 GO:0006355 GO:0007417 GO:0009887 GO:0030900 GO:0048515 	 	 	 	 
SLCO2A1	SLCO2A1	"Solute carrier organic anion transporter family, member 2A1"	GO:0005215 GO:0005319 GO:0005624 GO:0005887 GO:0006810 GO:0006869 GO:0015132 GO:0015732 GO:0016020 GO:0016021 	 	 	 	 
RASA4	RASA4	none	 	 	 	 	 
SYMPK	SYMPK	Symplekin	GO:0000004 GO:0005515 GO:0005554 GO:0005634 GO:0005654 GO:0005737 GO:0005923 GO:0007155 	hsa04530 	 	 	 
PTPRD	PTPRD	"Protein tyrosine phosphatase, receptor type, D"	GO:0004725 GO:0004872 GO:0005001 GO:0005887 GO:0006470 GO:0006796 GO:0007185 GO:0016020 GO:0016787 	 	 	 	 
HSD17B1	HSD17B1	Hydroxysteroid (17-beta) dehydrogenase 1	GO:0004303 GO:0005737 GO:0006703 GO:0008152 GO:0016491 	hsa00150 	 	 	 
GABRB3	GABRB3	"Gamma-aminobutyric acid (GABA) A receptor, beta 3"	GO:0004890 GO:0005216 GO:0005230 GO:0005254 GO:0005887 GO:0006811 GO:0007165 GO:0016021 GO:0030594 GO:0031404 GO:0045211 	hsa04080 	 	 	 
LU	LU	none	 	 	 	 	 
SSX3	SSX3	"Synovial sarcoma, X breakpoint 3"	GO:0003676 GO:0005622 GO:0006350 GO:0006355 	 	 	 	 
MYST3	MYST3	MYST histone acetyltransferase (monocytic leukemia) 3	GO:0000786 GO:0003677 GO:0004402 GO:0005634 GO:0006323 GO:0006334 GO:0006350 GO:0006355 GO:0007001 GO:0008134 GO:0008270 GO:0016407 GO:0016481 GO:0016568 GO:0016573 GO:0016740 GO:0030099 GO:0045941 GO:0046872 	hsa00280 hsa00350 hsa00360 hsa00564 hsa00624 hsa00632 hsa00642 hsa00903 hsa00960 	 	 	 
IRX5	IRX5	Iroquois homeobox protein 5	GO:0003700 GO:0005634 GO:0006355 GO:0043565 	 	 	 	 
WFDC2	WFDC2	WAP four-disulfide core domain 2	GO:0004867 GO:0005615 GO:0006508 GO:0007283 	 	 	 	 
POU5F1	POU5F1	"POU domain, class 5, transcription factor 1"	GO:0003700 GO:0005515 GO:0005634 GO:0006355 GO:0009653 GO:0043565 	 	 	 	 
IPW	IPW	none	 	 	 	 	 
CDR1	CDR1	"Cerebellar degeneration-related protein 1, 34kDa"	 	 	 	 	 
HOXD10	HOXD10	Homeobox D10	GO:0001501 GO:0003700 GO:0003702 GO:0005515 GO:0005634 GO:0006355 GO:0007275 GO:0043565 	 	 	 	 
GML	GML	GPI anchored molecule like protein	GO:0000074 GO:0005886 GO:0006915 GO:0006977 GO:0008285 GO:0019898 GO:0048503 	 	 	 	 
NEF3	NEF3	Neurofilament 3 (150kDa medium)	GO:0005200 GO:0005883 GO:0030424 GO:0045104 	hsa05030 	 	 	 
ZNF167	ZNF167	Zinc finger protein 167	GO:0000004 GO:0003676 GO:0003677 GO:0003700 GO:0005554 GO:0005622 GO:0005634 GO:0006350 GO:0006355 GO:0008270 GO:0008372 GO:0046872 	 	 	 	 
ROM1	ROM1	Retinal outer segment membrane protein 1	GO:0005515 GO:0005615 GO:0005887 GO:0007155 GO:0007601 GO:0016020 GO:0016021 GO:0050896 	 	 	 	 
DRD3	DRD3	Dopamine receptor D3	GO:0001584 GO:0004872 GO:0004952 GO:0005886 GO:0005887 GO:0007165 GO:0007186 GO:0007212 GO:0007268 GO:0007610 GO:0016020 GO:0016021 	hsa04080 	 	 	 
SULT2A1	SULT2A1	"Sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1"	GO:0006629 GO:0007586 GO:0008202 GO:0016740 GO:0030573 GO:0047704 	hsa00150 hsa00920 	 	140192 156580 156584 	176474 176585 176588 176604 176631 176664 
CHRNB3	CHRNB3	"Cholinergic receptor, nicotinic, beta 3"	GO:0004889 GO:0004890 GO:0005216 GO:0005230 GO:0005892 GO:0006811 GO:0007165 GO:0007268 GO:0007271 GO:0015267 GO:0016020 GO:0016021 GO:0030594 GO:0045211 	 	 	 	 
LIPF	LIPF	"Lipase, gastric"	GO:0004806 GO:0005615 GO:0006629 GO:0006641 GO:0008289 GO:0008372 GO:0016042 GO:0016787 GO:0016789 	hsa00561 	 	 	 
GUCY2C	GUCY2C	Guanylate cyclase 2C (heat stable enterotoxin receptor)	GO:0004383 GO:0004672 GO:0004872 GO:0005515 GO:0005524 GO:0005887 GO:0005903 GO:0006182 GO:0006468 GO:0007168 GO:0007242 GO:0009636 GO:0016020 	hsa00230 hsa04540 hsa04730 	 	 	 
SLC15A1	SLC15A1	"Solute carrier family 15 (oligopeptide transporter), member 1"	GO:0005215 GO:0005427 GO:0005554 GO:0005624 GO:0005887 GO:0006810 GO:0006857 GO:0007586 GO:0008372 GO:0015031 GO:0015198 GO:0015293 GO:0015333 GO:0016020 GO:0016021 	 	 	 	 
SPAG8	SPAG8	Sperm associated antigen 8	 	 	 	 	 
FGFBP1	FGFBP1	Fibroblast growth factor binding protein 1	GO:0003677 GO:0005615 GO:0005634 GO:0006355 GO:0007165 GO:0007267 GO:0008201 GO:0008285 	 	 	 	 
KRT8	KRT8	Keratin 8	GO:0000904 GO:0004672 GO:0005198 GO:0005515 GO:0005524 GO:0005882 GO:0006468 GO:0007010 GO:0007275 GO:0009613 GO:0030018 GO:0042383 	hsa01430 	 	 	 
PRAME	PRAME	Preferentially expressed antigen in melanoma	GO:0005515 	 	 	 	 
SCTR	SCTR	Secretin receptor	GO:0004872 GO:0004930 GO:0004999 GO:0005887 GO:0007165 GO:0007186 GO:0007586 GO:0007588 GO:0015055 GO:0016020 GO:0016021 	hsa04080 	 	 	 
C8G	C8G	"Complement component 8, gamma polypeptide"	GO:0005215 GO:0005488 GO:0005579 GO:0006810 GO:0006957 GO:0006958 GO:0019835 GO:0019841 GO:0045087 	hsa04610 	 	166658 166665 168249 168256 	173723 173725 
EPO	EPO	Erythropoietin	GO:0001666 GO:0005128 GO:0005179 GO:0005576 GO:0005615 GO:0006950 GO:0007165 GO:0007267 GO:0007275 GO:0008015 GO:0043249 	hsa04060 hsa04630 hsa04640 	 	 	 
CACNG1	CACNG1	"Calcium channel, voltage-dependent, gamma subunit 1"	GO:0005245 GO:0005509 GO:0005615 GO:0005624 GO:0005891 GO:0006811 GO:0006816 GO:0006936 GO:0015270 GO:0016020 GO:0016021 	hsa04010 	 	 	 
ASIP	ASIP	"Agouti signaling protein, nonagouti homolog (mouse)"	GO:0005102 GO:0005515 GO:0005576 GO:0005615 GO:0006091 GO:0007165 GO:0007267 GO:0009755 	 	 	 	 
GRIA4	GRIA4	"Glutamate receptor, ionotrophic, AMPA 4"	GO:0004872 GO:0004970 GO:0005215 GO:0005216 GO:0005234 GO:0005267 GO:0005886 GO:0006811 GO:0006813 GO:0007215 GO:0016021 GO:0045211 	hsa04080 	 	 	 
F11	F11	Coagulation factor XI (plasma thromboplastin antecedent)	GO:0003803 GO:0003805 GO:0005576 GO:0006508 GO:0007596 GO:0008201 GO:0008233 GO:0016020 	hsa04610 	 	109582 140837 140877 	158145 158261 158300 158333 158419 
ROR2	ROR2	Receptor tyrosine kinase-like orphan receptor 2	GO:0000166 GO:0001501 GO:0001502 GO:0001756 GO:0004674 GO:0004713 GO:0004714 GO:0004872 GO:0005515 GO:0005524 GO:0005615 GO:0005887 GO:0006468 GO:0007165 GO:0007223 GO:0007254 GO:0007275 GO:0016020 GO:0016021 GO:0016740 GO:0030154 GO:0030538 	 	 	 	 
SLC17A2	SLC17A2	"Solute carrier family 17 (sodium phosphate), member 2"	GO:0005215 GO:0005436 GO:0005624 GO:0005887 GO:0006796 GO:0006810 GO:0006811 GO:0006814 GO:0015293 GO:0016020 GO:0016021 GO:0031402 	 	 	 	 
GABRR1	GABRR1	"Gamma-aminobutyric acid (GABA) receptor, rho 1"	GO:0004890 GO:0005216 GO:0005230 GO:0005254 GO:0005615 GO:0005887 GO:0006811 GO:0007214 GO:0007268 GO:0016021 GO:0030594 GO:0031404 GO:0045211 	hsa04080 	 	 	 
ABP1	ABP1	none	 	 	 	 	 
VPS45A	VPS45A	Vacuolar protein sorting 45A (yeast)	GO:0005764 GO:0005798 GO:0006886 GO:0006904 GO:0006954 GO:0016020 GO:0016192 	 	 	 	 
PRIM1	PRIM1	"Primase, polypeptide 1, 49kDa"	GO:0003896 GO:0005515 GO:0005658 GO:0006260 GO:0006269 GO:0008270 GO:0016740 GO:0046872 	hsa00230 hsa00240 hsa03030 	 	68952 68962 69002 69091 69109 69166 69183 69186 69190 69206 69239 69242 69278 69306 113501 113510 157579 174411 174417 174430 180786 	68913 68914 68950 69053 69063 69068 69074 69116 69127 69140 69142 69144 69152 113504 174415 174425 174427 174452 
PHKA2	PHKA2	"Phosphorylase kinase, alpha 2 (liver)"	GO:0004689 GO:0005516 GO:0005964 GO:0005975 GO:0005977 GO:0006091 GO:0006464 GO:0016020 	hsa04020 hsa04910 	 	70172 70221 70326 71387 71408 	71588
PASK	PASK	PAS domain containing serine/threonine kinase	GO:0000166 GO:0004674 GO:0004713 GO:0004871 GO:0005524 GO:0006468 GO:0007165 GO:0016740 	 	 	 	 
PRDM2	PRDM2	"PR domain containing 2, with ZNF domain"	GO:0003676 GO:0003700 GO:0005622 GO:0005634 GO:0006355 GO:0008270 GO:0046872 	 	 	 	 
BPHL	BPHL	Biphenyl hydrolase-like (serine hydrolase; breast epithelial mucin-associated antigen)	GO:0005739 GO:0006519 GO:0006725 GO:0009636 GO:0016787 	 	 	 	 
CSE1L	CSE1L	CSE1 chromosome segregation 1-like (yeast)	GO:0000059 GO:0005488 GO:0005634 GO:0005643 GO:0005737 GO:0006915 GO:0008262 GO:0008283 GO:0008565 GO:0015031 	 	 	 	 
TRBJ1-2	TRBJ1-2	none	 	 	 	 	 
SCGB2A2	SCGB2A2	"Secretoglobin, family 2A, member 2"	GO:0000004 GO:0005496 GO:0005554 GO:0008372 	 	 	 	 
GLRB	GLRB	"Glycine receptor, beta"	GO:0004891 GO:0005216 GO:0005230 GO:0005615 GO:0005887 GO:0006811 GO:0006821 GO:0007166 GO:0016021 GO:0016934 GO:0030594 GO:0031404 GO:0045211 	hsa04080 	 	 	 
DEFA6	DEFA6	"Defensin, alpha 6, Paneth cell-specific"	GO:0005576 GO:0006805 GO:0009613 GO:0019735 GO:0042742 GO:0050832 	hsa04080 	 	 	 
PDZK10	PDZK10	none	 	 	 	 	 
HIST1H4I	HIST1H4I	"Histone 1, H4i"	GO:0000786 GO:0003677 GO:0005634 GO:0005694 GO:0006325 GO:0006334 GO:0048015 	 	c+Rel_(+LPS) RelB_(+LPS) p50_(+LPS)	157579 171306 	176700 181450 
PCDHGB4	PCDHGB4	none	 	 	 	 	 
PCDHGA12	PCDHGA12	none	 	 	 	 	 
TRPC3	TRPC3	"Transient receptor potential cation channel, subfamily C, member 3"	GO:0003700 GO:0004872 GO:0005262 GO:0005509 GO:0005515 GO:0005887 GO:0006355 GO:0006812 GO:0006816 GO:0007602 GO:0015279 GO:0016020 GO:0016021 	 	 	 	 
APOBEC1	APOBEC1	"Apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1"	GO:0003723 GO:0004126 GO:0006381 GO:0006397 GO:0006629 GO:0008270 GO:0016554 GO:0016787 GO:0042157 GO:0046872 	hsa00791 	 	72200 75071 75072 75094 	77609 83677 
NEUROD1	NEUROD1	Neurogenic differentiation 1	GO:0001747 GO:0003677 GO:0003702 GO:0005515 GO:0005634 GO:0006355 GO:0007399 GO:0016563 GO:0030154 GO:0045165 GO:0045944 	hsa04950 	 	 	 
POU1F1	POU1F1	"POU domain, class 1, transcription factor 1 (Pit1, growth hormone factor 1)"	GO:0003700 GO:0005515 GO:0005634 GO:0005667 GO:0006355 GO:0006366 GO:0008285 GO:0009887 GO:0043565 GO:0045893 	 	 	 	 
BMP7	BMP7	Bone morphogenetic protein 7 (osteogenic protein 1)	GO:0001503 GO:0001707 GO:0001822 GO:0005125 GO:0005515 GO:0005615 GO:0007389 GO:0007411 GO:0007435 GO:0008083 GO:0009887 GO:0030154 GO:0030509 GO:0040007 GO:0042475 GO:0045597 GO:0048468 GO:0048595 GO:0048754 GO:0051216 	hsa04060 hsa04340 hsa04350 	 	 	 
SPTB	SPTB	"Spectrin, beta, erythrocytic (includes spherocytosis, clinical type I)"	GO:0003779 GO:0005200 GO:0005624 GO:0005856 GO:0005886 GO:0008091 GO:0016020 GO:0051016 	 	 	 	 
CYP1A2	CYP1A2	"Cytochrome P450, family 1, subfamily A, polypeptide 2"	GO:0005506 GO:0005615 GO:0005783 GO:0005792 GO:0006118 GO:0009055 GO:0016020 GO:0019825 GO:0020037 GO:0046872 GO:0050381 	hsa00380 hsa00591 hsa00980 	 	76377 76390 76428 140181 140184 140186 140191 140192 	76373 76386 76426 
FUT1	FUT1	"Fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group)"	GO:0005615 GO:0005624 GO:0005794 GO:0005887 GO:0005975 GO:0006486 GO:0008107 GO:0008417 GO:0016020 GO:0016757 GO:0042355 	hsa00601 hsa00602 hsa00603 hsa01031 	 	 	 
PTHR1	PTHR1	Parathyroid hormone receptor 1	GO:0001501 GO:0004872 GO:0004930 GO:0004991 GO:0005634 GO:0005737 GO:0005887 GO:0007165 GO:0007187 GO:0016020 GO:0016021 GO:0030282 	hsa04080 	 	 	 
MYOD1	MYOD1	Myogenic differentiation 1	GO:0003677 GO:0003705 GO:0003713 GO:0005515 GO:0005634 GO:0006355 GO:0006357 GO:0006468 GO:0007518 GO:0007519 GO:0030154 GO:0030528 GO:0045445 	 	 	 	 
LARS2	LARS2	"Leucyl-tRNA synthetase 2, mitochondrial"	GO:0000166 GO:0004823 GO:0005489 GO:0005524 GO:0005739 GO:0006118 GO:0006412 GO:0006429 GO:0016874 GO:0020037 	hsa00290 hsa00970 	 	 	 
REG1B	REG1B	"Regenerating islet-derived 1 beta (pancreatic stone protein, pancreatic thread protein)"	GO:0005529 GO:0008283 	 	 	 	 
HIST1H4E	HIST1H4E	"Histone 1, H4e"	GO:0000786 GO:0003677 GO:0005634 GO:0005694 GO:0006325 GO:0006334 GO:0048015 	 	 	157579 171306 	176700 181450 
KIR2DL3	KIR2DL3	none	 	 	 	 	 
IKBKE	IKBKE	"Inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon"	GO:0000166 GO:0004674 GO:0004704 GO:0004713 GO:0004871 GO:0005524 GO:0005737 GO:0006468 GO:0006955 GO:0008384 GO:0016740 GO:0043123 	hsa04010 hsa04620 	 	 	 
MCM5	MCM5	"MCM5 minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae)"	GO:0000074 GO:0000166 GO:0003677 GO:0005515 GO:0005524 GO:0005634 GO:0006260 GO:0006270 GO:0006350 GO:0006355 GO:0008094 	hsa04110 	 	68867 68874 68949 68962 69002 69052 69190 69206 69239 69242 69278 69300 69304 69306 69481 69620 176187 176974 	68849 68916 68917 68918 68919 68940 68944 68954 69019 169468 176298 176318 176942 
APBA2	APBA2	"Amyloid beta (A4) precursor protein-binding, family A, member 2 (X11-like)"	GO:0005515 GO:0007399 GO:0015031 	 	 	 	 
DLG3	DLG3	"Discs, large homolog 3 (neuroendocrine-dlg, Drosophila)"	GO:0004385 GO:0005515 GO:0005737 GO:0008285 GO:0008372 	 	 	 	 
RPL3L	RPL3L	none	 	 	 	 	 
GALT	GALT	Galactose-1-phosphate uridylyltransferase	GO:0004872 GO:0004896 GO:0005506 GO:0005887 GO:0005975 GO:0006012 GO:0008108 GO:0008270 GO:0016020 GO:0016740 GO:0017103 GO:0046872 	hsa00052 hsa00520 	 	70370 71387 71408 	70361
LGALS8	LGALS8	"Lectin, galactoside-binding, soluble, 8 (galectin 8)"	GO:0005529 GO:0005615 	 	 	 	 
CTAG1B	CTAG1B	Cancer/testis antigen 1B	 	 	 	 	 
ETV1	ETV1	Ets variant gene 1	GO:0003700 GO:0005634 GO:0006350 GO:0006355 GO:0006366 GO:0043565 	 	 	 	 
IFNA6	IFNA6	"Interferon, alpha 6"	GO:0005126 GO:0005576 GO:0005615 GO:0006952 GO:0008372 GO:0009615 	hsa04060 hsa04140 hsa04612 hsa04620 hsa04630 hsa04650 	 	 	 
F2RL2	F2RL2	Coagulation factor II (thrombin) receptor-like 2	GO:0001584 GO:0004435 GO:0004872 GO:0005886 GO:0005887 GO:0007165 GO:0007186 GO:0007596 GO:0009611 GO:0015057 	hsa04080 	 	75178 76002 109582 114509 114517 114664 114665 114666 114696 	114552 114558 114698 
DRP2	DRP2	Dystrophin related protein 2	GO:0005198 GO:0005509 GO:0005515 GO:0005856 GO:0005886 GO:0007417 GO:0008270 	 	 	 	 
DMWD	DMWD	Dystrophia myotonica-containing WD repeat motif	GO:0005554 GO:0007126 GO:0008372 	 	 	 	 
MYL2	MYL2	"Myosin, light polypeptide 2, regulatory, cardiac, slow"	GO:0003774 GO:0005509 GO:0005515 GO:0005856 GO:0006942 GO:0008307 GO:0016459 	 	 	 	 
ARAF1	ARAF1	none	 	 	 	 	 
ARHGDIA	ARHGDIA	Rho GDP dissociation inhibitor (GDI) alpha	GO:0001772 GO:0005094 GO:0005096 GO:0005515 GO:0005737 GO:0005856 GO:0006916 GO:0006928 GO:0007162 GO:0007266 	 	 	 	 
VIL2	VIL2	Villin 2 (ezrin)	GO:0001931 GO:0005198 GO:0005488 GO:0005515 GO:0005737 GO:0005856 GO:0005884 GO:0005902 GO:0005932 GO:0007016 GO:0008092 GO:0008360 GO:0016020 GO:0016324 GO:0030863 GO:0035088 GO:0051015 GO:0051017 	hsa04670 hsa04810 hsa05130 hsa05131 	 	 	 
UBC	UBC	Ubiquitin C	GO:0005515 GO:0005634 GO:0005840 GO:0006412 GO:0006464 GO:0007049 GO:0007411 GO:0016567 GO:0030433 GO:0030528 GO:0042062 GO:0045941 GO:0048167 	 	 	68827 68867 68874 68949 69002 69017 69052 69229 69239 69242 69278 69298 69300 69304 69306 69601 69610 69613 69615 69620 72613 72649 72662 72689 72695 72702 72706 72737 72764 72766 74160 75815 156827 156842 156902 157279 174048 174084 174113 174143 174154 	68712 68825 68946 68947 68948 69015 69016 69598 69600 72619 72621 72671 72672 72673 72676 72691 72697 75824 75825 141671 141673 141691 156808 156823 156826 156907 156912 156915 156923 157849 174057 174058 174104 174105 174144 174157 174159 174195 174202 1
CART1	CART1	Cartilage paired-class homeoprotein 1	GO:0001502 GO:0003700 GO:0003714 GO:0005515 GO:0005634 GO:0006355 GO:0006366 GO:0007275 GO:0007420 GO:0043565 	 	 	 	 
ITPKA	ITPKA	"Inositol 1,4,5-trisphosphate 3-kinase A"	GO:0000166 GO:0004428 GO:0005516 GO:0005524 GO:0006020 GO:0007165 GO:0008440 GO:0016301 GO:0016740 	hsa00562 hsa04020 hsa04070 	 	 	 
ZNF33B	ZNF33B	none	 	 	 	 	 
AQP5	AQP5	Aquaporin 5	GO:0005215 GO:0005615 GO:0005887 GO:0005902 GO:0006810 GO:0006833 GO:0007588 GO:0009925 GO:0015250 GO:0016020 GO:0016324 	 	 	 	 
HLXB9	HLXB9	Homeobox HB9	GO:0003700 GO:0003702 GO:0005634 GO:0006357 GO:0006959 GO:0009653 GO:0043565 	hsa04950 	 	 	 
CREBL1	CREBL1	none	 	 	 	 	 
METAP2	METAP2	Methionyl aminopeptidase 2	GO:0004239 GO:0005515 GO:0005737 GO:0006445 GO:0006464 GO:0006508 GO:0008233 GO:0018206 GO:0031365 GO:0046872 GO:0050897 	 	 	 	 
KRN1	KRN1	none	 	 	 	 	 
HMBS	HMBS	Hydroxymethylbilane synthase	GO:0004418 GO:0006783 GO:0016740 	hsa00860 	 	 	 
PRKACG	PRKACG	"Protein kinase, cAMP-dependent, catalytic, gamma"	GO:0000166 GO:0004674 GO:0004691 GO:0005524 GO:0006468 GO:0007283 GO:0008584 GO:0016740 	hsa04010 hsa04020 hsa04210 hsa04310 hsa04340 hsa04540 hsa04720 hsa04740 hsa04742 hsa04910 hsa04912 	 	73923 163358 163359 163560 163685 164378 	111924 111925 163416 163418 163672 163676 163773 
NPY1R	NPY1R	Neuropeptide Y receptor Y1	GO:0001584 GO:0001601 GO:0001602 GO:0004872 GO:0004983 GO:0005515 GO:0005887 GO:0006006 GO:0007165 GO:0007187 GO:0007193 GO:0007626 GO:0007631 GO:0008217 GO:0016020 GO:0016021 GO:0019233 GO:0040014 	hsa04080 	 	 	 
CYP4A11	CYP4A11	"Cytochrome P450, family 4, subfamily A, polypeptide 11"	GO:0004497 GO:0005506 GO:0005783 GO:0005792 GO:0006118 GO:0006631 GO:0008393 GO:0016020 GO:0018685 GO:0020037 GO:0046872 	hsa00071 hsa00590 	 	76420 140181 140186 140191 140192 	76466
ACTN2	ACTN2	"Actinin, alpha 2"	GO:0003779 GO:0005509 GO:0005856 GO:0005865 GO:0005884 GO:0006936 GO:0008307 GO:0030018 GO:0030375 GO:0030674 GO:0042802 GO:0042803 GO:0046983 GO:0051015 GO:0051289 GO:0051370 GO:0051374 	hsa04510 hsa04520 hsa04530 hsa04670 hsa04810 	 	 	 
RORB	RORB	RAR-related orphan receptor B	GO:0003700 GO:0003707 GO:0005515 GO:0005634 GO:0006350 GO:0006355 GO:0008270 GO:0043565 GO:0046872 	 	 	 	 
GPM6A	GPM6A	Glycoprotein M6A	GO:0005887 GO:0009986 GO:0016020 GO:0016021 	 	 	 	 
RBP3	RBP3	"Retinol binding protein 3, interstitial"	GO:0005504 GO:0005578 GO:0005615 GO:0006508 GO:0006629 GO:0006810 GO:0007601 GO:0008236 GO:0016918 	 	 	 	 
BAP1	BAP1	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)	GO:0004221 GO:0005515 GO:0005622 GO:0005634 GO:0006511 GO:0006512 GO:0008234 GO:0008285 	 	 	 	 
C22ORF19	C22ORF19	none	 	 	 	 	 
INPP5A	INPP5A	"Inositol polyphosphate-5-phosphatase, 40kDa"	GO:0000004 GO:0004437 GO:0004445 GO:0007154 GO:0008372 GO:0016020 GO:0016787 	hsa00562 hsa04070 	 	 	 
KIF1A	KIF1A	Kinesin family member 1A	GO:0000166 GO:0003777 GO:0005524 GO:0005874 GO:0005875 GO:0007018 GO:0008089 	 	 	 	 
LALBA	LALBA	"Lactalbumin, alpha-"	GO:0004461 GO:0005509 GO:0005576 GO:0005615 GO:0005989 GO:0006917 GO:0007165 GO:0007267 GO:0042742 	hsa00052 	 	 	 
ABLIM1	ABLIM1	Actin binding LIM protein 1	GO:0003779 GO:0005515 GO:0007010 GO:0007411 GO:0007601 GO:0008270 GO:0009887 GO:0015629 GO:0046872 	hsa04360 	 	 	 
FZD9	FZD9	none	 	 	 	 	 
